OBJECTID,label,StreetNa_1,county,labelDirec,Angle
1284777,Third Avenue,E 54th St,New York County,L,-67.27850185
1284778,Third Avenue,E 54th St,New York County,L,-67.27850185
1284782,Third Avenue,E 55th St,New York County,L,-66.97450799
1284783,Third Avenue,E 55th St,New York County,L,-66.97450799
1284784,Third Avenue,E 55th St,New York County,L,-66.97450799
1284790,Third Avenue,E 56th St,New York County,L,-67.83365418
1284791,Third Avenue,E 56th St,New York County,L,-67.83365418
1284796,Third Avenue,E 57th St,New York County,L,-66.97450799
1284804,Third Avenue,E 58th St,New York County,L,-67.456939
1284808,Third Avenue,E 49th St,New York County,R,-67.01785231
1284812,Third Avenue,E 50th St,New York County,R,-66.61477894
1284813,Third Avenue,E 50th St,New York County,R,-66.61477894
1284814,Third Avenue,E 50th St,New York County,R,-66.61477894
1284819,Third Avenue,E 51st St,New York County,R,-67.14337698
1284820,Third Avenue,E 51st St,New York County,R,-67.14337698
1284821,Third Avenue,E 49th St,New York County,L,-67.15023793
1284823,Third Avenue,E 50th St,New York County,L,-67.27850185
1284825,Third Avenue,E 50th St,New York County,L,-67.27850185
1284827,Third Avenue,E 50th St,New York County,L,-67.27850185
1284829,Third Avenue,E 51st St,New York County,L,-67.27850185
1284831,Third Avenue,E 51st St,New York County,R,-67.14337698
1284834,Third Avenue,E 51st St,New York County,L,-67.27850185
1284842,Third Avenue,E 51st St,New York County,L,-67.27850185
1284896,72nd Street,Columbus Ave,New York County,L,36.73282667
1284937,72nd Street,Broadway,New York County,L,10.43747535
1284978,Amsterdam Avenue,W 73rd St,New York County,R,-67.24902366
1284979,Amsterdam Avenue,W 73rd St,New York County,R,-67.24902366
1284980,Amsterdam Avenue,W 73rd St,New York County,R,-67.24902366
1284981,Amsterdam Avenue,W 73rd St,New York County,R,-67.24902366
1284982,Amsterdam Avenue,W 73rd St,New York County,R,-67.24902366
1284984,Amsterdam Avenue,W 73rd St,New York County,R,-67.24902366
1284991,Amsterdam Avenue,W 74th St,New York County,R,-67.35087265
1284992,Amsterdam Avenue,W 74th St,New York County,R,-67.35087265
1284993,Amsterdam Avenue,W 74th St,New York County,R,-67.35087265
1284994,Amsterdam Avenue,W 74th St,New York County,R,-67.35087265
1284999,Amsterdam Avenue,W 75th St,New York County,R,-67.17556032
1285000,Amsterdam Avenue,W 75th St,New York County,,-67.17556032
1285001,Amsterdam Avenue,W 75th St,New York County,R,-67.17556032
1285006,Amsterdam Avenue,W 76th St,New York County,R,-67.17556032
1285008,Amsterdam Avenue,W 74th St,New York County,L,-66.99112992
1285010,Amsterdam Avenue,W 75th St,New York County,L,-66.58788583
1285014,Amsterdam Avenue,W 66th St,New York County,R,-67.38013506
1285015,Amsterdam Avenue,W 66th St,New York County,R,-67.38013506
1285020,Amsterdam Avenue,W 67th St,New York County,R,-67.0112832
1285021,Amsterdam Avenue,W 67th St,New York County,R,-67.0112832
1285026,Amsterdam Avenue,W 68th St,New York County,R,-66.50143432
1285029,Amsterdam Avenue,W 69th St,New York County,R,-68.5747062
1285030,Amsterdam Avenue,W 69th St,New York County,R,-68.5747062
1285032,Amsterdam Avenue,W 70th St,New York County,R,-66.80140949
1285044,Amsterdam Avenue,W 70th St,New York County,L,-67.78958535
1285045,Amsterdam Avenue,W 74th St,New York County,R,-67.35087265
1285048,Broadway,W 73rd St,New York County,L,-67.15448825
1285051,Broadway,W 74th St,New York County,L,-67.16634582
1285054,Broadway,W 73rd St,New York County,L,-67.15448825
1285055,Broadway,W 74th St,New York County,R,-66.99112992
1285058,Broadway,W 74th St,New York County,,-67.16634582
1285060,Broadway,W 75th St,New York County,R,-66.58788583
1285062,Broadway,W 75th St,New York County,R,-66.58788583
1285072,Broadway,W 76th St,New York County,L,-67.23803271
1285073,Broadway,W 75th St,New York County,L,-67.18196626
1285074,Broadway,W 76th St,New York County,,-67.31347333
1285075,Broadway,W 76th St,New York County,,-67.31347333
1285082,Broadway,W 62nd St,New York County,R,-67.08044517
1285084,Broadway,W 62nd St,New York County,R,-67.08044517
1285088,Broadway,W 63rd St,New York County,R,-66.7297898
1285089,Broadway,W 63rd St,New York County,R,-66.7297898
1285094,Broadway,W 64th St,New York County,,-67.14518004
1285097,Broadway,W 66th St,New York County,R,-67.83365418
1285099,Broadway,W 67th St,New York County,R,-67.9887168
1285101,Broadway,W 68th St,New York County,R,-67.16634582
1285105,Broadway,W 69th St,New York County,R,-67.75097634
1285106,Broadway,W 69th St,New York County,R,-67.75097634
1285110,Broadway,W 70th St,New York County,,-66.92958775
1285111,Broadway,W 70th St,New York County,R,-66.92958775
1285112,Amsterdam Avenue,W 70th St,New York County,R,-66.92958775
1285113,Amsterdam Avenue,Broadway,New York County,R,2.231174607
1285114,Amsterdam Avenue,Broadway,New York County,R,2.231174607
1285115,Amsterdam Avenue,Broadway,New York County,R,2.231174607
1285116,Amsterdam Avenue,Broadway,New York County,R,2.231174607
1285117,Amsterdam Avenue,Broadway,New York County,R,2.231174607
1285118,Amsterdam Avenue,W 71st St,New York County,R,-67.44275337
1285120,Amsterdam Avenue,Broadway,New York County,R,1.789910604
1285124,Amsterdam Avenue,W 72nd St,New York County,R,-67.35087266
1285125,Broadway,W 60th St,New York County,L,-67.456939
1285130,Broadway,W 61st St,New York County,,-67.4794344
1285134,Broadway,W 62nd St,New York County,L,-66.92177859
1285135,Broadway,W 62nd St,New York County,L,-66.92177859
1285140,Broadway,W 63rd St,New York County,L,-67.9128284
1285141,Broadway,Lincoln Ctr,New York County,,43.97696981
1285143,Broadway,W 66th St,New York County,L,-67.470602
1285145,Broadway,W 67th St,New York County,L,-68.02549201
1285148,Broadway,W 68th St,New York County,L,-68.19859051
1285154,Broadway,W 69th St,New York County,,-68.5747062
1285155,Broadway,W 69th St,New York County,L,-68.5747062
1285158,Broadway,W 70th St,New York County,L,-66.80140949
1285159,Amsterdam Avenue,W 70th St,New York County,L,-67.78958535
1285165,Amsterdam Avenue,W 71st St,New York County,L,-67.16634582
1285166,Amsterdam Avenue,W 71st St,New York County,L,-67.16634582
1285167,Amsterdam Avenue,W 71st St,New York County,L,-67.16634582
1285169,Amsterdam Avenue,Broadway,New York County,L,10.43747535
1285173,Amsterdam Avenue,Broadway,New York County,R,2.231174607
1285174,Amsterdam Avenue,W 71st St,New York County,R,-67.44275337
1285175,Amsterdam Avenue,Broadway,New York County,L,4.763641692
1285177,Amsterdam Avenue,Broadway,New York County,L,4.763641692
1285178,Amsterdam Avenue,Broadway,New York County,,4.763641692
1285180,Amsterdam Avenue,W 70th St,New York County,L,-67.78958535
1285181,Broadway,W 62nd St,New York County,R,-67.08044517
1285184,Columbus Avenue,W 66th St,New York County,R,-66.65381636
1285186,Columbus Avenue,W 67th St,New York County,R,-65.95577673
1285187,Columbus Avenue,W 67th St,New York County,R,-65.95577673
1285188,Columbus Avenue,W 67th St,New York County,,-65.95577673
1285190,Columbus Avenue,W 68th St,New York County,R,-67.42208948
1285191,Columbus Avenue,W 68th St,New York County,R,-67.42208948
1285192,Columbus Avenue,W 68th St,New York County,R,-67.42208948
1285193,Columbus Avenue,W 68th St,New York County,R,-67.42208948
1285197,Columbus Avenue,W 69th St,New York County,R,-66.37062227
1285198,Columbus Avenue,W 69th St,New York County,R,-66.37062227
1285199,Columbus Avenue,W 69th St,New York County,R,-66.37062227
1285200,Columbus Avenue,W 69th St,New York County,R,-66.37062227
1285204,Columbus Avenue,W 70th St,New York County,R,-67.32442697
1285205,Columbus Avenue,W 70th St,New York County,R,-67.32442697
1285210,Columbus Avenue,W 71st St,New York County,R,-67.01635721
1285211,Columbus Avenue,W 71st St,New York County,R,-67.01635721
1285212,Columbus Avenue,W 71st St,New York County,R,-67.01635721
1285213,Columbus Avenue,W 71st St,New York County,R,-67.01635721
1285214,Columbus Avenue,W 71st St,New York County,R,-67.01635721
1285218,Columbus Avenue,W 72nd St,New York County,R,-67.25506943
1285219,Columbus Avenue,W 72nd St,New York County,R,-67.25506943
1285220,Columbus Avenue,W 72nd St,New York County,R,-67.25506943
1285221,Columbus Avenue,W 72nd St,New York County,R,-67.25506943
1285226,Columbus Avenue,W 73rd St,New York County,R,-67.25442535
1285227,Columbus Avenue,W 73rd St,New York County,R,-67.25442535
1285228,Columbus Avenue,W 73rd St,New York County,R,-67.25442535
1285229,Columbus Avenue,W 73rd St,New York County,R,-67.25442535
1285230,Columbus Avenue,W 73rd St,New York County,R,-67.25442535
1285233,Columbus Avenue,W 74th St,New York County,R,-67.75864338
1285234,Columbus Avenue,W 74th St,New York County,R,-67.75864338
1285235,Columbus Avenue,W 74th St,New York County,R,-67.75864338
1285236,Columbus Avenue,W 74th St,New York County,R,-67.75864338
1285241,Columbus Avenue,W 75th St,New York County,,-67.18401335
1285242,Columbus Avenue,W 75th St,New York County,R,-67.18401335
1285243,Columbus Avenue,W 75th St,New York County,R,-67.18401335
1285244,Columbus Avenue,W 75th St,New York County,R,-67.18401335
1285246,Columbus Avenue,W 76th St,New York County,R,-67.11318754
1285248,Columbus Avenue,W 76th St,New York County,R,-67.11318754
1285266,Columbus Avenue,W 69th St,New York County,L,-67.75097634
1285272,Columbus Avenue,W 70th St,New York County,L,-66.92958775
1285282,Columbus Avenue,W 71st St,New York County,L,-67.44275337
1285287,Madison Avenue,E 36th St,New York County,R,-67.16634582
1285294,Columbus Avenue,W 73rd St,New York County,L,-67.24902366
1285301,Columbus Avenue,W 74th St,New York County,L,-67.35087265
1285307,Columbus Avenue,W 75th St,New York County,L,-67.17556032
1285308,Columbus Avenue,W 75th St,New York County,L,-67.17556032
1285309,Columbus Avenue,W 75th St,New York County,L,-67.17556032
1285316,Columbus Avenue,W 76th St,New York County,L,-67.17556032
1285319,Columbus Avenue,Lincoln Ctr,New York County,,36.41637852
1285321,Columbus Avenue,W 62nd St,New York County,R,-66.92177859
1285322,Columbus Avenue,W 62nd St,New York County,R,-66.92177859
1285324,Columbus Avenue,W 61st St,New York County,R,-67.4794344
1285325,Columbus Avenue,,New York County,L,-29.39605286
1285326,Columbus Avenue,W 61st St,New York County,R,-67.4794344
1285328,Columbus Avenue,W 60th St,New York County,R,-66.99740341
1285334,Columbus Circle,W 60th St,New York County,R,-67.456939
1285335,Columbus Circle,W 60th St,New York County,R,-67.456939
1285336,Columbus Circle,W 60th St,New York County,R,-67.456939
1285337,Columbus Circle,W 60th St,New York County,R,-67.456939
1285338,Columbus Circle,W 60th St,New York County,R,-67.456939
1285339,Columbus Circle,W 60th St,New York County,R,-66.99740341
1285340,Columbus Circle,W 60th St,New York County,R,-66.99740341
1285341,Columbus Circle,W 60th St,New York County,R,-66.99740341
1285347,Amsterdam Avenue,W 77th St,New York County,R,-67.71157072
1285348,Amsterdam Avenue,W 77th St,New York County,R,-67.71157072
1285350,Amsterdam Avenue,W 78th St,New York County,R,-67.29362916
1285351,Amsterdam Avenue,W 78th St,New York County,R,-67.29362916
1285352,Amsterdam Avenue,W 78th St,New York County,R,-67.29362916
1285353,Amsterdam Avenue,W 78th St,New York County,,-67.29362916
1285361,Amsterdam Avenue,W 79th St,New York County,R,-67.69379495
1285373,Amsterdam Avenue,W 80th St,New York County,R,-67.04794746
1285374,Amsterdam Avenue,W 80th St,New York County,R,-67.04794746
1285375,Amsterdam Avenue,W 80th St,New York County,R,-67.04794746
1285380,Amsterdam Avenue,W 81st St,New York County,R,-67.29362916
1285381,Amsterdam Avenue,W 81st St,New York County,R,-67.29362916
1285387,Amsterdam Avenue,W 82nd St,New York County,R,-66.94869908
1285388,Amsterdam Avenue,W 82nd St,New York County,R,-66.94869908
1285395,Amsterdam Avenue,W 83rd St,New York County,R,-66.94869908
1285396,Amsterdam Avenue,W 83rd St,New York County,R,-66.94869908
1285404,Amsterdam Avenue,W 84th St,New York County,R,-66.8014095
1285408,Amsterdam Avenue,W 85th St,New York County,,-67.07459926
1285409,Amsterdam Avenue,W 85th St,New York County,R,-67.07459926
1285410,Amsterdam Avenue,W 85th St,New York County,R,-67.07459926
1285411,Amsterdam Avenue,W 85th St,New York County,R,-67.07459926
1285417,Amsterdam Avenue,W 86th St,New York County,R,-66.97450799
1285418,Amsterdam Avenue,W 86th St,New York County,R,-66.97450799
1285421,Amsterdam Avenue,W 87th St,New York County,R,-66.97450799
1285423,Amsterdam Avenue,W 89th St,New York County,R,-67.04794746
1285427,Amsterdam Avenue,W 76th St,New York County,L,-67.31347333
1285430,Amsterdam Avenue,W 77th St,New York County,L,-67.04194451
1285431,Amsterdam Avenue,W 77th St,New York County,L,-67.04194451
1285438,Amsterdam Avenue,W 78th St,New York County,L,-66.80140949
1285440,79th Street,Amsterdam Ave,New York County,L,36.46923439
1285441,79th Street,Amsterdam Ave,New York County,R,36.86989765
1285447,Amsterdam Avenue,W 80th St,New York County,L,-67.48727991
1285448,Amsterdam Avenue,W 80th St,New York County,L,-67.48727991
1285456,Amsterdam Avenue,W 81st St,New York County,L,-67.06789956
1285457,Amsterdam Avenue,W 81st St,New York County,L,-67.06789956
1285458,Amsterdam Avenue,W 81st St,New York County,L,-67.06789956
1285459,Amsterdam Avenue,W 81st St,New York County,L,-67.06789956
1285464,Amsterdam Avenue,W 82nd St,New York County,L,-67.69379495
1285465,Amsterdam Avenue,W 82nd St,New York County,L,-67.69379495
1285466,Amsterdam Avenue,W 82nd St,New York County,L,-67.69379495
1285471,Amsterdam Avenue,W 83rd St,New York County,L,-66.9824382
1285472,Amsterdam Avenue,W 83rd St,New York County,L,-66.9824382
1285480,Amsterdam Avenue,W 84th St,New York County,L,-67.08044517
1285481,Amsterdam Avenue,W 84th St,New York County,L,-67.08044517
1285489,Amsterdam Avenue,W 85th St,New York County,L,-66.99112992
1285490,Amsterdam Avenue,W 85th St,New York County,L,-66.99112992
1285491,Amsterdam Avenue,W 85th St,New York County,L,-66.99112992
1285499,Amsterdam Avenue,W 87th St,New York County,L,-67.83365418
1285500,Amsterdam Avenue,W 87th St,New York County,L,-67.83365418
1285506,Amsterdam Avenue,W 88th St,New York County,L,-67.16634582
1285507,Amsterdam Avenue,W 88th St,New York County,L,-67.16634582
1285514,Amsterdam Avenue,W 89th St,New York County,L,-67.53325008
1285515,Amsterdam Avenue,W 89th St,New York County,L,-67.53325008
1285516,Amsterdam Avenue,W 89th St,New York County,L,-67.53325008
1285524,Amsterdam Avenue,W 90th St,New York County,L,-66.64443514
1285525,Amsterdam Avenue,W 90th St,New York County,L,-66.64443514
1285528,Amsterdam Avenue,W 91st St,New York County,R,-67.18401335
1285532,Amsterdam Avenue,W 83rd St,New York County,R,-66.94869908
1285534,Amsterdam Avenue,W 91st St,New York County,R,-67.18401335
1285535,Broadway,W 76th St,New York County,R,-67.31347333
1285539,Broadway,W 76th St,New York County,L,-67.23803271
1285548,Broadway,W 77th St,New York County,L,-66.97450799
1285550,Broadway,W 77th St,New York County,R,-67.04194451
1285551,Broadway,W 77th St,New York County,,-67.04194451
1285552,Broadway,W 77th St,New York County,L,-66.97450799
1285562,Broadway,W 78th St,New York County,L,-67.38013505
1285564,Broadway,W 78th St,New York County,,-66.80140949
1285565,Broadway,W 78th St,New York County,R,-66.80140949
1285573,Broadway,W 78th St,New York County,R,-66.80140949
1285578,Broadway,W 79th St,New York County,R,-66.62583563
1285580,Broadway,W 78th St,New York County,L,-67.38013505
1285583,79th Street,Broadway,New York County,R,36.02737339
1285584,79th Street,Broadway,New York County,R,36.02737338
1285588,Broadway,W 80th St,New York County,,-67.23499089
1285591,Broadway,W 80th St,New York County,R,-67.48727991
1285596,Broadway,W 80th St,New York County,R,-67.48727991
1285599,Broadway,W 81st St,New York County,R,-67.06789956
1285602,Broadway,W 81st St,New York County,L,-67.23499089
1285604,Broadway,W 81st St,New York County,,-67.06789956
1285605,Broadway,W 81st St,New York County,R,-67.06789956
1285614,Broadway,W 81st St,New York County,L,-67.23499089
1285616,Broadway,W 82nd St,New York County,L,-66.80140949
1285618,Broadway,W 82nd St,New York County,R,-67.69379495
1285621,Broadway,W 82nd St,New York County,R,-67.69379495
1285623,Broadway,W 83rd St,New York County,L,-67.16634582
1285625,Broadway,W 83rd St,New York County,R,-66.9824382
1285626,Broadway,W 83rd St,New York County,R,-66.9824382
1285628,Broadway,W 83rd St,New York County,R,-66.9824382
